"Start.Time","End.Time","Bird.Call","Location","Distance","Date","Scientific.name","Confidence","File","resultsfile","studysite"
123,126,"Carolina Wren","pridge","50m","0522","Thryothorus ludovicianus",0.8163,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
126,129,"Eastern Wood-Pewee","pridge","50m","0522","Contopus virens",0.789,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
132,135,"Mourning Dove","pridge","50m","0522","Zenaida macroura",0.0159,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
141,144,"Yellow-billed Cuckoo","pridge","50m","0522","Coccyzus americanus",0.5155,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
33,36,"Acadian Flycatcher","pridge","50m","0619","Empidonax virescens",0.0186,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
36,39,"Blue-gray Gnatcatcher","pridge","50m","0619","Polioptila caerulea",0.8799,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
39,42,"Carolina Wren","pridge","50m","0619","Thryothorus ludovicianus",0.8302,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
43.5,46.5,"Eastern Wood-Pewee","pridge","50m","0619","Contopus virens",0.4203,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
46.5,49.5,"Mourning Dove","pridge","50m","0619","Zenaida macroura",0.0026,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
61.5,64.5,"Yellow-billed Cuckoo","pridge","50m","0619","Coccyzus americanus",0.0175,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
67.5,70.5,"Acadian Flycatcher","pridge","50m","0619","Empidonax virescens",0.573,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
70.5,73.5,"Blue-gray Gnatcatcher","pridge","50m","0619","Polioptila caerulea",0.9228,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
75,78,"Carolina Wren","pridge","50m","0619","Thryothorus ludovicianus",0.9919,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
78,81,"Eastern Wood-Pewee","pridge","50m","0619","Contopus virens",0.8359,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
85.5,88.5,"Mourning Dove","pridge","50m","0619","Zenaida macroura",0.0042,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
91.5,94.5,"Yellow-billed Cuckoo","pridge","50m","0619","Coccyzus americanus",0.4778,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
100.5,103.5,"Acadian Flycatcher","pridge","50m","0619","Empidonax virescens",0.2482,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
102,105,"Blue-gray Gnatcatcher","pridge","50m","0619","Polioptila caerulea",0.5465,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
108,111,"Carolina Wren","pridge","50m","0619","Thryothorus ludovicianus",0.6499,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
109.5,112.5,"Eastern Wood-Pewee","pridge","50m","0619","Contopus virens",0.4893,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
112.5,115.5,"Mourning Dove","pridge","50m","0619","Zenaida macroura",0.0118,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
120,123,"Yellow-billed Cuckoo","pridge","50m","0619","Coccyzus americanus",0.1305,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
129,132,"Acadian Flycatcher","pridge","50m","0619","Empidonax virescens",3e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
135,138,"Blue-gray Gnatcatcher","pridge","50m","0619","Polioptila caerulea",0.5772,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
136.5,139.5,"Carolina Wren","pridge","50m","0619","Thryothorus ludovicianus",0.876,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
141,144,"Eastern Wood-Pewee","pridge","50m","0619","Contopus virens",0.3351,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
145.5,148.5,"Mourning Dove","pridge","50m","0619","Zenaida macroura",0.0044,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
153,156,"Yellow-billed Cuckoo","pridge","50m","0619","Coccyzus americanus",0.5071,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
109.5,112.5,"Acadian Flycatcher","unc","25m","0516","Empidonax virescens",0.8581,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
121.5,124.5,"Acadian Flycatcher","unc","25m","0516","Empidonax virescens",6e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
135,138,"Acadian Flycatcher","unc","25m","0516","Empidonax virescens",0.836,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
162,165,"Blue-gray Gnatcatcher","unc","25m","0516","Polioptila caerulea",0.0117,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
178.5,181.5,"Blue-gray Gnatcatcher","unc","25m","0516","Polioptila caerulea",0.1298,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
190.5,193.5,"Blue-gray Gnatcatcher","unc","25m","0516","Polioptila caerulea",0.7645,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
205.5,208.5,"Carolina Wren","unc","25m","0516","Thryothorus ludovicianus",0.5446,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
210,213,"Carolina Wren","unc","25m","0516","Thryothorus ludovicianus",0.4686,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
214.5,217.5,"Carolina Wren","unc","25m","0516","Thryothorus ludovicianus",0.4845,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
240,243,"Eastern Wood-Pewee","unc","25m","0516","Contopus virens",0.5214,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
247.5,250.5,"Eastern Wood-Pewee","unc","25m","0516","Contopus virens",0.7591,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
255,258,"Eastern Wood-Pewee","unc","25m","0516","Contopus virens",0.7433,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
324,327,"Mourning Dove","unc","25m","0516","Zenaida macroura",0.0026,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
334.5,337.5,"Mourning Dove","unc","25m","0516","Zenaida macroura",0.0046,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
343.5,346.5,"Mourning Dove","unc","25m","0516","Zenaida macroura",3e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
361.5,364.5,"Yellow-billed Cuckoo","unc","25m","0516","Coccyzus americanus",0.0012,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
370.5,373.5,"Yellow-billed Cuckoo","unc","25m","0516","Coccyzus americanus",3e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
391.5,394.5,"Yellow-billed Cuckoo","unc","25m","0516","Coccyzus americanus",1e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0516.WAV","UNC_25m_0516.BirdNET.results.csv","UNC"
39,42,"Acadian Flycatcher","unc","25m","0523","Empidonax virescens",0.3932,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
42,45,"Blue-gray Gnatcatcher","unc","25m","0523","Polioptila caerulea",0.3052,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
45,48,"Carolina Wren","unc","25m","0523","Thryothorus ludovicianus",0.6735,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
49.5,52.5,"Eastern Wood-Pewee","unc","25m","0523","Contopus virens",0.8508,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
55.5,58.5,"Mourning Dove","unc","25m","0523","Zenaida macroura",0.0018,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
63,66,"Yellow-billed Cuckoo","unc","25m","0523","Coccyzus americanus",0.0018,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
76.5,79.5,"Acadian Flycatcher","unc","25m","0523","Empidonax virescens",0.9141,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
79.5,82.5,"Blue-gray Gnatcatcher","unc","25m","0523","Polioptila caerulea",0.6863,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
84,87,"Carolina Wren","unc","25m","0523","Thryothorus ludovicianus",0.921,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
87,90,"Eastern Wood-Pewee","unc","25m","0523","Contopus virens",0.6796,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
93,96,"Mourning Dove","unc","25m","0523","Zenaida macroura",0.0093,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
100.5,103.5,"Yellow-billed Cuckoo","unc","25m","0523","Coccyzus americanus",0.0043,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
112.5,115.5,"Acadian Flycatcher","unc","25m","0523","Empidonax virescens",0.9849,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
115.5,118.5,"Blue-gray Gnatcatcher","unc","25m","0523","Polioptila caerulea",0.6607,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
120,123,"Carolina Wren","unc","25m","0523","Thryothorus ludovicianus",0.9578,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
121.5,124.5,"Eastern Wood-Pewee","unc","25m","0523","Contopus virens",0.9425,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
126,129,"Mourning Dove","unc","25m","0523","Zenaida macroura",0.001,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
135,138,"Yellow-billed Cuckoo","unc","25m","0523","Coccyzus americanus",9e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0523.WAV","UNC_25m_0523.BirdNET.results.csv","UNC"
40.5,43.5,"Acadian Flycatcher","unc","25m","0620","Empidonax virescens",0.8837,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
43.5,46.5,"Blue-gray Gnatcatcher","unc","25m","0620","Polioptila caerulea",0.4805,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
48,51,"Carolina Wren","unc","25m","0620","Thryothorus ludovicianus",0.6021,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
51,54,"Eastern Wood-Pewee","unc","25m","0620","Contopus virens",0.5689,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
55.5,58.5,"Mourning Dove","unc","25m","0620","Zenaida macroura",0.0047,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
61.5,64.5,"Yellow-billed Cuckoo","unc","25m","0620","Coccyzus americanus",0.0016,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
73.5,76.5,"Acadian Flycatcher","unc","25m","0620","Empidonax virescens",0.8023,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
76.5,79.5,"Blue-gray Gnatcatcher","unc","25m","0620","Polioptila caerulea",0.6133,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
79.5,82.5,"Carolina Wren","unc","25m","0620","Thryothorus ludovicianus",0.8786,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
82.5,85.5,"Eastern Wood-Pewee","unc","25m","0620","Contopus virens",0.7562,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
87,90,"Mourning Dove","unc","25m","0620","Zenaida macroura",0.0014,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
96,99,"Yellow-billed Cuckoo","unc","25m","0620","Coccyzus americanus",0.0038,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
169.5,172.5,"Acadian Flycatcher","unc","25m","0620","Empidonax virescens",0.6691,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
172.5,175.5,"Blue-gray Gnatcatcher","unc","25m","0620","Polioptila caerulea",0.8345,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
175.5,178.5,"Carolina Wren","unc","25m","0620","Thryothorus ludovicianus",0.8459,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
178.5,181.5,"Eastern Wood-Pewee","unc","25m","0620","Contopus virens",0.5723,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
184.5,187.5,"Mourning Dove","unc","25m","0620","Zenaida macroura",0.0029,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
163.5,166.5,"Yellow-billed Cuckoo","unc","25m","0620","Coccyzus americanus",0.0017,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_25m_0620.WAV","UNC_25m_0620.BirdNET.results.csv","UNC"
18,21,"Acadian Flycatcher","unc","50m","0523","Empidonax virescens",0.0106,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
24,27,"Blue-gray Gnatcatcher","unc","50m","0523","Polioptila caerulea",0.1437,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
31.5,34.5,"Carolina Wren","unc","50m","0523","Thryothorus ludovicianus",0.3364,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
36,39,"Eastern Wood-Pewee","unc","50m","0523","Contopus virens",0.0601,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
43.5,46.5,"Mourning Dove","unc","50m","0523","Zenaida macroura",0.0013,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
51,54,"Yellow-billed Cuckoo","unc","50m","0523","Coccyzus americanus",1e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
61.5,64.5,"Acadian Flycatcher","unc","50m","0523","Empidonax virescens",0.0812,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
66,69,"Blue-gray Gnatcatcher","unc","50m","0523","Polioptila caerulea",0.1145,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
72,75,"Carolina Wren","unc","50m","0523","Thryothorus ludovicianus",0.6835,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
78,81,"Eastern Wood-Pewee","unc","50m","0523","Contopus virens",0.0498,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
84,87,"Mourning Dove","unc","50m","0523","Zenaida macroura",0.0115,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
96,99,"Yellow-billed Cuckoo","unc","50m","0523","Coccyzus americanus",0.0015,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
102,105,"Acadian Flycatcher","unc","50m","0523","Empidonax virescens",0.0378,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
105,108,"Blue-gray Gnatcatcher","unc","50m","0523","Polioptila caerulea",0.0763,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
109.5,112.5,"Carolina Wren","unc","50m","0523","Thryothorus ludovicianus",0.4626,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
112.5,115.5,"Eastern Wood-Pewee","unc","50m","0523","Contopus virens",0.7483,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
132,135,"Mourning Dove","unc","50m","0523","Zenaida macroura",0.0019,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
147,150,"Yellow-billed Cuckoo","unc","50m","0523","Coccyzus americanus",0.0016,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0523.WAV","UNC_50m_0523.BirdNET.results.csv","UNC"
13.5,16.5,"Acadian Flycatcher","unc","50m","0620","Empidonax virescens",0.084,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
18,21,"Blue-gray Gnatcatcher","unc","50m","0620","Polioptila caerulea",0.0504,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
25.5,28.5,"Carolina Wren","unc","50m","0620","Thryothorus ludovicianus",0.0348,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
30,33,"Eastern Wood-Pewee","unc","50m","0620","Contopus virens",0.0751,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
33,36,"Mourning Dove","unc","50m","0620","Zenaida macroura",0.0044,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
45,48,"Yellow-billed Cuckoo","unc","50m","0620","Coccyzus americanus",8e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
58.5,61.5,"Acadian Flycatcher","unc","50m","0620","Empidonax virescens",0.2049,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
63,66,"Blue-gray Gnatcatcher","unc","50m","0620","Polioptila caerulea",0.178,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
66,69,"Carolina Wren","unc","50m","0620","Thryothorus ludovicianus",0.6958,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
70.5,73.5,"Eastern Wood-Pewee","unc","50m","0620","Contopus virens",0.0785,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
76.5,79.5,"Mourning Dove","unc","50m","0620","Zenaida macroura",0.0022,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
87,90,"Yellow-billed Cuckoo","unc","50m","0620","Coccyzus americanus",0.0026,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
100.5,103.5,"Acadian Flycatcher","unc","50m","0620","Empidonax virescens",0.0055,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
106.5,109.5,"Blue-gray Gnatcatcher","unc","50m","0620","Polioptila caerulea",0.1343,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
109.5,112.5,"Carolina Wren","unc","50m","0620","Thryothorus ludovicianus",0.6594,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
112.5,115.5,"Eastern Wood-Pewee","unc","50m","0620","Contopus virens",0.0124,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
120,123,"Mourning Dove","unc","50m","0620","Zenaida macroura",0.0037,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
124.5,127.5,"Yellow-billed Cuckoo","unc","50m","0620","Coccyzus americanus",0.0018,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\UNC_50m_0620.WAV","UNC_50m_0620.BirdNET.results.csv","UNC"
